date,adm1_name,adm0_name,cum_confirmed_cases,cum_confirmed_cases_original,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_list,travel_ban_intl_out_opt_country_list,policies_enacted
2020-02-07,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-08,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-09,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-10,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-11,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-12,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""['China', 'Hongkong', 'Macau']""",NA,2
2020-02-13,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-14,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-15,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-16,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-17,Gyeongsangbuk-do,KOR,0,0,0,0,0,36.314,128.749,0,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-18,Gyeongsangbuk-do,KOR,2,2,0,0,2,36.314,128.749,2,2658956,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-19,Gyeongsangbuk-do,KOR,4,9,1,0,8,36.314,128.749,7,2658956,0,0,1,0,0,0,1,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-20,Gyeongsangbuk-do,KOR,7,27,1,0,26,36.314,128.749,18,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-21,Gyeongsangbuk-do,KOR,9,135,3,0,132,36.314,128.749,108,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-22,Gyeongsangbuk-do,KOR,12,167,3,0,164,36.314,128.749,32,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-23,Gyeongsangbuk-do,KOR,15,198,7,0,191,36.314,128.749,31,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-24,Gyeongsangbuk-do,KOR,18,228,7,0,221,36.314,128.749,30,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-25,Gyeongsangbuk-do,KOR,22,278,8,0,270,36.314,128.749,50,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-26,Gyeongsangbuk-do,KOR,26,342,8,0,334,36.314,128.749,64,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-27,Gyeongsangbuk-do,KOR,30,386,8,1,377,36.314,128.749,44,2658956,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-28,Gyeongsangbuk-do,KOR,34,444,8,1,435,36.314,128.749,58,2658956,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",5
2020-02-29,Gyeongsangbuk-do,KOR,39,505,8,1,496,36.314,128.749,61,2658956,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-01,Gyeongsangbuk-do,KOR,45,583,8,1,574,36.314,128.749,78,2658956,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-02,Gyeongsangbuk-do,KOR,50,632,9,1,622,36.314,128.749,49,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-03,Gyeongsangbuk-do,KOR,57,724,9,1,714,36.314,128.749,92,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-04,Gyeongsangbuk-do,KOR,63,806,12,4,790,36.314,128.749,82,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-05,Gyeongsangbuk-do,KOR,71,924,13,25,886,36.314,128.749,118,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-06,Gyeongsangbuk-do,KOR,79,989,13,38,938,36.314,128.749,65,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-07,Gyeongsangbuk-do,KOR,88,1017,15,51,951,36.314,128.749,28,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-08,Gyeongsangbuk-do,KOR,97,1039,16,54,969,36.314,128.749,22,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-09,Gyeongsangbuk-do,KOR,107,1051,16,54,981,36.314,128.749,12,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
2020-03-10,Gyeongsangbuk-do,KOR,119,1067,16,56,995,36.314,128.749,16,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
2020-03-11,Gyeongsangbuk-do,KOR,131,1081,18,60,1003,36.314,128.749,14,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-12,Gyeongsangbuk-do,KOR,144,1082,18,83,981,36.314,128.749,1,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-13,Gyeongsangbuk-do,KOR,158,1086,19,99,968,36.314,128.749,4,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-14,Gyeongsangbuk-do,KOR,174,1086,19,134,933,36.314,128.749,0,2658956,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-15,Gyeongsangbuk-do,KOR,190,1097,19,158,920,36.314,128.749,11,2658956,0,1,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'France', 'Germany', 'Spain', 'UK', 'Netherlands']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",9
2020-03-16,Gyeongsangbuk-do,KOR,209,1104,20,169,915,36.314,128.749,7,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan', 'All Europe']""",10
2020-03-17,Gyeongsangbuk-do,KOR,228,1122,23,201,898,36.314,128.749,18,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan', 'All Europe']""",10
2020-03-18,Gyeongsangbuk-do,KOR,250,1122,24,255,843,36.314,128.749,0,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['All Countries']""",10
2020-03-19,Gyeongsangbuk-do,KOR,273,1140,26,259,855,36.314,128.749,18,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-20,Gyeongsangbuk-do,KOR,298,1150,26,326,798,36.314,128.749,10,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-21,Gyeongsangbuk-do,KOR,326,1190,28,378,784,36.314,128.749,40,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-22,Gyeongsangbuk-do,KOR,356,1200,28,411,761,36.314,128.749,10,2658956,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-23,Gyeongsangbuk-do,KOR,388,1203,28,446,729,36.314,128.749,3,2658956,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-24,Gyeongsangbuk-do,KOR,423,1203,29,482,692,36.314,128.749,0,2658956,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-25,Gyeongsangbuk-do,KOR,461,1207,31,511,665,36.314,128.749,4,2658956,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-26,Gyeongsangbuk-do,KOR,503,1218,33,564,621,36.314,128.749,11,2658956,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-27,Gyeongsangbuk-do,KOR,547,1228,37,610,581,36.314,128.749,10,2658956,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-28,Gyeongsangbuk-do,KOR,596,1230,39,648,543,36.314,128.749,2,2658956,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-29,Gyeongsangbuk-do,KOR,649,1232,41,687,504,36.314,128.749,2,2658956,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-30,Gyeongsangbuk-do,KOR,706,1243,42,726,475,36.314,128.749,11,2658956,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-03-31,Gyeongsangbuk-do,KOR,769,1250,42,758,450,36.314,128.749,7,2658956,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-01,Gyeongsangbuk-do,KOR,836,1253,43,770,440,36.314,128.749,3,2658956,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-02,Gyeongsangbuk-do,KOR,910,1257,45,789,423,36.314,128.749,4,2658956,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-03,Gyeongsangbuk-do,KOR,989,1262,46,819,397,36.314,128.749,5,2658956,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-04,Gyeongsangbuk-do,KOR,1076,1264,48,827,389,36.314,128.749,2,2658956,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-05,Gyeongsangbuk-do,KOR,1169,1268,48,845,375,36.314,128.749,4,2658956,0,1,1,0,1,1,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-04-06,Gyeongsangbuk-do,KOR,1271,1271,49,866,356,36.314,128.749,3,2658956,0,1,1,0,1,1,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",11
2020-01-20,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-21,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-28,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-30,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-31,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-01,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-02,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-03,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-04,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-05,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,2
2020-02-06,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,2
2020-02-07,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-08,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-09,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-10,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-11,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,2
2020-02-12,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,0,0,0,"""['China', 'Hongkong', 'Macau']""",NA,2
2020-02-13,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-14,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-15,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-16,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-17,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-18,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-19,Gyeongsangnam-do,KOR,0,0,0,0,0,35.3,128.278,0,3358828,0,0,1,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-20,Gyeongsangnam-do,KOR,2,2,0,0,2,35.3,128.278,2,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-21,Gyeongsangnam-do,KOR,4,4,0,0,4,35.3,128.278,2,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-22,Gyeongsangnam-do,KOR,6,7,0,0,7,35.3,128.278,3,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-23,Gyeongsangnam-do,KOR,8,17,0,0,17,35.3,128.278,10,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-24,Gyeongsangnam-do,KOR,10,23,0,0,23,35.3,128.278,6,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-25,Gyeongsangnam-do,KOR,12,28,0,0,28,35.3,128.278,5,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-26,Gyeongsangnam-do,KOR,14,40,0,0,40,35.3,128.278,12,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-27,Gyeongsangnam-do,KOR,16,45,0,0,45,35.3,128.278,5,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",4
2020-02-28,Gyeongsangnam-do,KOR,18,57,0,1,56,35.3,128.278,12,3358828,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",5
2020-02-29,Gyeongsangnam-do,KOR,21,58,0,1,57,35.3,128.278,1,3358828,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-01,Gyeongsangnam-do,KOR,23,60,0,1,59,35.3,128.278,2,3358828,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-02,Gyeongsangnam-do,KOR,25,61,0,1,60,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-03,Gyeongsangnam-do,KOR,27,63,0,1,62,35.3,128.278,2,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-04,Gyeongsangnam-do,KOR,29,71,0,3,68,35.3,128.278,8,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-05,Gyeongsangnam-do,KOR,31,75,0,4,71,35.3,128.278,4,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-06,Gyeongsangnam-do,KOR,33,78,0,4,74,35.3,128.278,3,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-07,Gyeongsangnam-do,KOR,36,79,0,4,75,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-08,Gyeongsangnam-do,KOR,38,79,0,4,75,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-09,Gyeongsangnam-do,KOR,40,79,0,9,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
2020-03-10,Gyeongsangnam-do,KOR,42,80,0,10,70,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
